2010	Alemania	8416
2010	Bielorus	71
2010	Estonia	206
2010	Letonia	120
2010	Lituania	371
2010	Moldova	19
2010	Rusia	2696
2010	Ucrania	4830
2010	Bosnia Herzegovina	6
2010	Croacia	1386
2010	Eslovaquia	202
2010	Eslovenia	1078
2010	Macedonia	32
2010	Republica Checa	677
2010	Montenegro	1236
2010	Serbia	14
2010	Chechenia	60
2010	Australia	1179
2010	Nauru	2
2010	Nueva Zelanda	234
2010	Samoa Occidental	1
2010	Fiji	2
2010	Papua Nueva Guinea	1
2010	Tonga	3
2010	Oceania	3
2010	Argentina	38311139
2001	Burkina Faso	10
2001	Argelia	160
2001	Botswana	1
2001	Burundi	2
2001	Camerun	7
2001	Republica Centroafricana	1
2001	Congo	37
2001	Zaire	10
2001	Costa de Marfil	11
2001	Egipto	328
2001	Gabon	3
2001	Ghana	31
2001	Guinea	17
2001	Guinea Ecuatorial	13
2001	Kenya	14
2001	Liberia	14
2001	Libia	71
2001	Madagascar	6
2001	Malawi	1
2001	Mali	15
2001	Marruecos	287
2001	Mauricio	1
2001	Niger	3
2001	Nigeria	49
2001	Zimbabwe	12
2001	Rwanda	7
2001	Senegal	63
2001	Sierra Leona	27
2001	Somalia	10
2001	Sudan	4
2001	Tanzania	5
2001	Togo	3
2001	Tunez	77
2001	Uganda	5
2001	Zambia	4
2001	Angola	36
2001	Cabo Verde	71
2001	Mozambique	17
2001	Guinea Bissau	1
2001	Namibia	4
2001	Sudafrica	213
2001	Eritrea	6
2001	Etiopia	46
2001	Resto Africa	1
2001	Indeterminado Africa	2
2001	AFRICA	177
2001	Barbados	18
2001	Bolivia	233464
2001	Brasil	34712
2001	Canada	1263
2001	Colombia	3876
2001	Costa Rica	272
2001	Cuba	2457
2001	Chile	212429
2001	Republica Dominicana	1497
2001	Ecuador	2125
2001	El Salvador	179
2001	Estados Unidos	10552
2001	Guatemala	227
2001	Guyana	4
2001	Haiti	88
2001	Honduras	153
2001	Jamaica	17
2001	Mexico	3323
2001	Nicaragua	201
2001	Panama	376
2001	Paraguay	325046
2001	Peru	88260
2001	Puerto Rico	179
2001	Trinidad y Tobago	6
2001	Uruguay	117564
2001	Venezuela	2774
2001	Suriname	4
2001	Belice	5
2001	Bahamas	7
2001	Grenada	5
2001	AMERICA	34
2001	Afganistan	7
2001	Arabia Saudita	122
2001	Bahrein	2
2001	Birmania	4
2001	Cambodya	69
2001	Sri Lanka	15
2001	Corea Democratica	8170
2001	Corea Republicana	35
2001	China	4184
2001	Filipinas	151
2001	Taiwan	3511
2001	India	405
2001	Indonesia	96
2001	Iraq	56
2001	Iran	235
2001	Israel	1253
2001	Japon	4753
2001	Jordania	26
2001	Kuwait	4
2001	Laos	609
2001	Libano	1619
2001	Malasia	46
2001	Maldivas	1
2001	Oman	2
2001	Mongolia	4
2001	Nepal	2
2001	Emiratos Arabes Unidos	6
2001	Paquistan	44
2001	Singapur	28
2001	Siria	2350
2001	Tailandia	99
2001	Vietnam	60
2001	Hong Kong	24
2001	Bangladesh	20
2001	Brunei	6
2001	Republica de Yemen	4
2001	Armenia	1227
2001	Azerbaidzhan	11
2001	Georgia	65
2001	Kazajstan	155
2001	Kirguistan	28
2001	Tayikistan	1
2001	Turkmenistan	16
2001	Uzbekistan	37
2001	Territorios Autonomos Palestinos	86
2001	Kosovo	4
2001	ASIA	20
2001	Albania	66
2001	Andorra	14
2001	Austria	2221
2001	Belgica	1217
2001	Bulgaria	644
2001	Dinamarca	415
2001	España	134417
2001	Finlandia	100
2001	Francia	6578
2001	Grecia	2196
2001	Hungria	1762
2001	Irlanda	140
2001	Islandia	14
2001	Italia	216718
2001	Liechtenstein	2
2001	Luxemburgo	35
2001	Malta	11
2001	Monaco	10
2001	Noruega	156
2001	Paises Bajos	884
2001	Polonia	13703
2001	Portugal	9340
2001	Reino Unido	2418
2001	Rumania	2321
2001	San Marino	20
2001	Suecia	485
2001	Suiza	1852
2001	Santa Sede	4
2001	Chipre	16
2001	Turquia	1381
2001	Republica Federal de Alemania	10362
2001	Bielorus	129
2001	Estonia	129
2001	Letonia	184
2001	Lituania	845
2001	Moldova	49
2001	Rusia	4083
2001	Ucrania	8290
2001	Bosnia Herzegovina	48
2001	Croacia	2127
2001	Eslovaquia	241
2001	Eslovenia	1744
2001	Macedonia	31
2001	Republica Checa	1562
2001	Serbia y Montenegro	3210
2001	Ex U.R.S.S.	73
2001	EUROPA	102
2001	Australia	650
2001	Nueva Zelanda	92
2001	Papua Nueva Guinea	1
2001	Islas Marianas	1
2001	OCEANIA	3
2001	Ignorado	26172
